id,name,asins,brand,categories1,categories2,reviews.dateAdded,reviews.doRecommend,reviews.numHelpful,reviews.rating,reviews.text,reviews.title,reviews.username
AVqVGZO3nnc1JgDc3jGK,"Kindle Oasis E-reader with Leather Charging Cover - Merlot, 6 High-Resolution Display (300 ppi), Wi-Fi - Includes Special Offers,,",B00VINDBJK,Amazon,"eBook Readers,Kindle E-readers,Computers & Tablets,E-Readers & Accessories,E-Readers",Digital Reading & Multi-Device Solutions,2017-07-15T19:01:03Z,TRUE,0,5,Very lightweight and portable with excellent battery life.,Works Great,Purchaser1
AVqVGZO3nnc1JgDc3jGK,"Kindle Oasis E-reader with Leather Charging Cover - Merlot, 6 High-Resolution Display (300 ppi), Wi-Fi - Includes Special Offers,,",B00VINDBJK,Amazon,"eBook Readers,Kindle E-readers,Computers & Tablets,E-Readers & Accessories,E-Readers",Digital Reading & Multi-Device Solutions,2017-07-15T19:01:03Z,TRUE,0,5,I like this so much more than the Voyage. The shape makes for easier holding. I only wish this devise was maybe 2 inches taller then it would look like a real book,In love,kcladyz
AVqVGZO3nnc1JgDc3jGK,"Kindle Oasis E-reader with Leather Charging Cover - Merlot, 6 High-Resolution Display (300 ppi), Wi-Fi - Includes Special Offers,,",B00VINDBJK,Amazon,"eBook Readers,Kindle E-readers,Computers & Tablets,E-Readers & Accessories,E-Readers",Digital Reading & Multi-Device Solutions,2017-07-15T19:01:03Z,TRUE,0,5,"Replacing older reader without a light and traveling overseas soon. With electronics in the cabin under scrutiny, this very small and very lightweight reader fits the bill! Perfect in small purses and large pockets. I can read without annoying seatmate with cabin overhead seat light. Easy to hold in either hand and screen adjusts for whichever direction you're holding it.",Great size,Bbshop
AVqVGZO3nnc1JgDc3jGK,"Kindle Oasis E-reader with Leather Charging Cover - Merlot, 6 High-Resolution Display (300 ppi), Wi-Fi - Includes Special Offers,,",B00VINDBJK,Amazon,"eBook Readers,Kindle E-readers,Computers & Tablets,E-Readers & Accessories,E-Readers",Digital Reading & Multi-Device Solutions,2017-07-15T19:01:03Z,TRUE,0,4,This is my first e-reader. I didn't know about the odd refresh and it took a little while to get used to but I do love how small and light it is and that I do not have to remember to plug it in everyday,Very light,diannez
AVqVGZO3nnc1JgDc3jGK,"Kindle Oasis E-reader with Leather Charging Cover - Merlot, 6 High-Resolution Display (300 ppi), Wi-Fi - Includes Special Offers,,",B00VINDBJK,Amazon,"eBook Readers,Kindle E-readers,Computers & Tablets,E-Readers & Accessories,E-Readers",Digital Reading & Multi-Device Solutions,2017-07-15T19:01:03Z,TRUE,0,4,"This kindle is awesome. I love the design of it. Nothing software wise that was different than my other kindle but the way it's designed makes it much more comfortable and easier to read. The only reason I didn't give it five stars was because of the price. If it were cheaper, this kindle would have been five stars no doubt.",Great kindle,Brandon
AVqVGZO3nnc1JgDc3jGK,"Kindle Oasis E-reader with Leather Charging Cover - Merlot, 6 High-Resolution Display (300 ppi), Wi-Fi - Includes Special Offers,,",B00VINDBJK,Amazon,"eBook Readers,Kindle E-readers,Computers & Tablets,E-Readers & Accessories,E-Readers",Digital Reading & Multi-Device Solutions,2017-07-15T19:01:03Z,TRUE,1,5,The new Kindle is a great gift and fantastic entertainment idea.,Great entertainment,HVAChelp
AVqVGZO3nnc1JgDc3jGK,"Kindle Oasis E-reader with Leather Charging Cover - Merlot, 6 High-Resolution Display (300 ppi), Wi-Fi - Includes Special Offers,,",B00VINDBJK,Amazon,"eBook Readers,Kindle E-readers,Computers & Tablets,E-Readers & Accessories,E-Readers",Digital Reading & Multi-Device Solutions,2017-07-15T19:01:03Z,TRUE,1,5,Met all my expectations! Lightweight and compact. I enjoy using the product.,Great Product,Lega
AVqVGZO3nnc1JgDc3jGK,"Kindle Oasis E-reader with Leather Charging Cover - Merlot, 6 High-Resolution Display (300 ppi), Wi-Fi - Includes Special Offers,,",B00VINDBJK,Amazon,"eBook Readers,Kindle E-readers,Computers & Tablets,E-Readers & Accessories,E-Readers",Digital Reading & Multi-Device Solutions,2017-07-15T19:01:03Z,TRUE,1,5,"I thought long and hard about upgrading from my paperwhite, but decided to do so despite not beating able to actually see one in the store. I have owned a Kindle since the second generation version. This is by far my favorite. The look and feel are amazing. I don't regret the purchase one bit as I have the disposable income to do so, but for most the paperwhite will more than suffice at a significantly smaller price point.",Best Kindle Ever,ShowMeSenate
AVqVGZO3nnc1JgDc3jGK,"Kindle Oasis E-reader with Leather Charging Cover - Merlot, 6 High-Resolution Display (300 ppi), Wi-Fi - Includes Special Offers,,",B00VINDBJK,Amazon,"eBook Readers,Kindle E-readers,Computers & Tablets,E-Readers & Accessories,E-Readers",Digital Reading & Multi-Device Solutions,2017-07-12T09:09:31Z,TRUE,1,5,"I own a Kindle HDX 8.9 and wanted something small and portable... WOW is all I can say when I got my hands on the Kindle Oasis ( Thank you Babes :) ). The Kindle Oasis is very tiny, portable & fits in about anything from a jeans back pockets to a very very small purse! The clarity of the screen is awesome. The touch of it works perfect! Very different than my HDX BUT I HIGHLY RECOMMEND it! A little more pricey than the paperwhite BUT this one already comes with the case and a built in battery in the case so you are set for long time reading & the price is fair since the others you would still have to buy a case for it! Keep in mind the case for the oasis is leather and you can choose from black, brown and red (red was my choice., which to me it's not red it's more of a wine red color) it's beautiful! Picture shows My Kindle Oasis in the middle of the IPhone 7 Plus (left) & Samsung S8+ (right) so you can get an idea on the size... it's super cute! It's tinier than the Kindle paperwhite!",Awesome! I love it!,ChiKali
AVqVGZO3nnc1JgDc3jGK,"Kindle Oasis E-reader with Leather Charging Cover - Merlot, 6 High-Resolution Display (300 ppi), Wi-Fi - Includes Special Offers,,",B00VINDBJK,Amazon,"eBook Readers,Kindle E-readers,Computers & Tablets,E-Readers & Accessories,E-Readers",Digital Reading & Multi-Device Solutions,2017-07-12T09:09:31Z,TRUE,0,4,"Got me reading again! Love the merlot cover. This one is the smallest of all the kindle products I believe, and that's a big reason I picked. Also the lightest I believe. Battery life is forever.Two negative points are the Amazon logo in the cover, and the fact you can't do inverted text (black background white text).Those 2 points dropped it from 4 to 5 star for me.Still highly recommended.",Excellent product.,drdread
